id,char_value,int_value,animal_id,tag_id
0ae5a911-976c-4982-b56d-ffc89bc4d9e8,,0,848faff4-2437-43e4-b4ff-cd23fc286d2b,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
3f7a93a8-09b5-4e25-b1fe-6600ccd807b3,,0,da54e5a2-fbfb-4b1d-8ec7-c4d5f6ed26ed,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
4a562517-736c-4e23-a98c-c09ae8b11828,,0,3f5016c5-dcc8-4703-9591-0a49ceeb8e42,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
878ce941-dd02-4973-95b8-fc8c5d9260f7,,0,9b006116-8236-457d-871d-e3f3c3130322,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
8b8ffbf9-caf1-4460-b926-ca51bb830797,,0,3e3814ed-dd36-4f8f-a95b-c83696470c1e,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
ac91ee30-42dc-4cb7-acd2-f86c98373936,,0,dfe4916e-fbf0-4218-9227-3c1b173154e7,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
dec9194d-b373-42ef-ae7b-738ccd04600b,,0,c15bb521-f9e0-441f-aa0a-477371816bd4,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
2f2b8f9c-1272-43e0-80c9-07f24f6658d7,,0,30af59e6-1ced-4d0b-82af-c1b2c3b8562b,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
fc78eed2-4e41-4763-97fe-ae51500e7764,,0,f28c4440-3b18-4b5e-aa84-6d1c706b75bb,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
94cf0d08-d508-4bf5-ad8a-879cd8e049ab,,0,711324dc-fdd4-4676-ad01-cdf72761afeb,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
8bd898ff-81f6-4c75-8e11-2a0b397b4e5f,,0,f7100a7e-adb5-4969-b1d3-c0a7dfd6e2b0,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
